91,32,2,b
92,31,3,b
83,90,96,w
84,89,95,w
81,87,92,w
82,87,91,w
81,85,90,w
81,83,87,w
78,82,85,w
79,81,84,w
81,80,82,w
53,83,16,g
57,82,9,g
43,75,0,g
39,69,1,g
40,69,0,g
42,71,0,g
40,65,1,g
44,67,0,g
45,68,0,g
0,24,157,o
0,23,160,o
0,24,161,o
0,21,153,o
0,21,154,o
3,25,156,o
0,20,146,o
0,20,148,o
0,19,148,o
5,70,93,y
3,70,93,y
3,69,91,y
3,69,91,y
2,69,91,y
2,67,91,y
3,67,90,y
2,67,93,y
2,63,88,y
17,26,70,r
14,21,68,r
15,21,70,r
14,22,67,r
12,19,68,r
14,19,68,r
14,21,63,r
13,19,64,r
14,18,65,r
63,32,9,b
60,32,11,b
57,31,11,b
75,33,8,b
72,34,8,b
64,32,10,b
58,28,7,b
57,29,8,b
52,26,8,b
136,140,150,w
141,143,156,w
142,144,157,w
134,138,148,w
141,141,154,w
141,140,155,w
133,135,145,w
139,137,149,w
140,137,150,w
69,126,28,g
67,125,27,g
63,122,15,g
66,121,23,g
65,120,18,g
60,116,8,g
65,116,17,g
65,115,11,g
70,113,3,g
0,22,165,o
0,22,167,o
1,24,169,o
0,21,158,o
0,21,162,o
0,20,162,o
0,19,153,o
0,20,155,o
0,20,154,o
30,42,117,o
24,35,115,o
25,35,114,o
21,33,107,o
20,31,107,o
19,32,110,o
19,31,101,o
18,27,98,o
18,27,102,o
24,35,95,o
21,30,94,o
19,31,94,o
17,28,86,o
16,26,88,o
17,27,92,o
18,26,81,o
19,25,82,o
19,26,86,o
31,41,108,o
21,31,100,o
20,32,99,o
19,29,94,o
18,26,92,o
18,27,94,o
28,30,87,o
27,27,83,o
27,28,87,o
24,36,97,o
22,33,99,o
26,36,102,o
17,28,87,o
16,27,90,o
16,29,95,o
14,25,80,o
13,25,83,o
15,26,89,o
25,35,99,o
19,29,95,o
19,30,92,o
17,28,91,o
15,25,90,o
16,26,89,o
20,27,82,o
22,25,81,o
22,26,83,o
22,34,96,o
22,32,96,o
24,34,100,o
17,28,86,o
16,26,88,o
17,29,92,o
16,25,79,o
19,24,82,o
20,26,88,o
20,35,103,o
18,31,104,o
19,32,106,o
12,29,96,o
13,29,100,o
14,29,107,o
10,28,91,o
9,27,96,o
10,27,103,o
23,35,88,o
21,31,89,o
26,35,96,o
17,29,79,o
16,26,82,o
18,31,88,o
16,27,74,o
17,25,75,o
22,32,88,o
20,33,95,o
20,29,95,o
22,31,94,o
14,28,88,o
15,27,91,o
17,27,90,o
14,25,81,o
17,25,81,o
18,25,82,o
22,34,99,o
23,34,107,o
26,38,111,o
15,28,91,o
15,27,95,o
19,32,101,o
19,26,81,o
21,27,85,o
21,28,94,o
21,33,95,o
19,30,93,o
18,29,94,o
17,28,87,o
17,27,91,o
17,27,93,o
12,25,83,o
13,24,84,o
16,24,89,o
26,37,102,o
19,29,96,o
18,29,94,o
15,29,94,o
14,27,95,o
16,27,94,o
13,27,90,o
13,25,88,o
15,25,91,o
20,65,168,o
11,62,168,o
11,64,169,o
11,60,168,o
8,62,173,o
10,65,175,o
12,60,167,o
8,60,169,o
9,66,175,o
12,49,138,o
12,54,148,o
17,63,165,o
8,48,140,o
8,52,149,o
12,61,164,o
10,48,139,o
9,52,149,o
15,63,166,o
15,53,140,o
11,53,147,o
12,58,157,o
9,49,138,o
8,51,148,o
9,57,159,o
13,50,139,o
8,51,146,o
12,59,163,o
18,53,140,o
13,52,143,o
12,56,151,o
12,51,137,o
7,50,144,o
8,56,154,o
18,52,139,o
11,50,144,o
15,60,162,o
21,56,141,o
13,54,144,o
16,59,155,o
12,50,137,o
9,50,144,o
9,55,154,o
17,52,140,o
10,50,143,o
13,58,159,o
18,54,141,o
12,52,142,o
12,56,150,o
13,51,138,o
8,50,143,o
9,56,154,o
18,53,137,o
8,50,141,o
15,61,163,o
89,68,220,r
100,76,222,r
101,78,218,r
76,57,220,r
82,61,222,r
86,64,214,r
76,54,216,r
77,56,216,r
79,57,212,r
89,67,213,r
92,69,214,r
91,73,216,r
76,58,216,r
75,58,214,r
80,63,214,r
77,58,212,r
74,56,208,r
85,67,228,r
85,65,217,r
91,70,218,r
99,77,218,r
